group,rule,text,n,stands_alone,complete,standard,well_formed,expression,model,input_tokens,seconds
control,passed every rule,"Und was mir bei Oracle auch gefällt, das sieht man natürlich im Menü nicht: Ich habe eine ganz hohe Möglichkeit, das zu automatisieren.",533,0.57,0.91,0.86,0.8,0.4,jev-1.13.0,1091,0.33
control,passed every rule,"Ich habe doch gesagt, der Asia-Automat wird mich nicht enttäuschen.",534,0.82,0.96,0.88,0.83,0.3,jev-1.13.0,1021,0.36
control,passed every rule,"Im Gegensatz zu ""der Schrei"" wurde ""das Geschreie"" sächlich eingeordnet, um die Tätigkeit zu benennen.",535,0.8,0.97,0.82,0.68,0.55,jev-1.13.0,1069,0.36
control,passed every rule,"Wenn dir meine Arbeit hier bei YouTube gefällt und hilft, dann würde ich mich freuen, wenn du mich als Mitglied unterstützt.",536,0.92,0.97,0.95,0.91,0.35,jev-1.13.0,1082,0.33
control,passed every rule,Es gibt noch etwas sehr Praktisches: die Mars-Monde!,537,0.55,0.93,0.9,0.76,0.25,jev-1.13.0,1006,0.36
control,passed every rule,"Die Frauenärztin Michaela Reichert, die ich zu diesem Thema traf.",538,0.3,0.21,0.77,0.43,0.21,jev-1.13.0,1020,0.36
control,passed every rule,Aber zumindest in letzter Zeit war der Grund tatsächlich dieser grausame Angriffskrieg auf die Ukraine.,539,0.42,0.95,0.93,0.9,0.38,jev-1.13.0,1051,0.33
control,passed every rule,Aber die strenge Geheimhaltung öffnet dem Misstrauen Tür und Tor.,540,0.87,0.96,0.91,0.88,0.89,jev-1.13.0,1020,0.36
control,passed every rule,"Niemand wird merken, dass das Essen verschwunden ist.",541,0.89,0.97,0.95,0.95,0.1,jev-1.13.0,1005,0.36
control,passed every rule,"Renate, schön, dass du da bist und deine Geschichte heute mit uns teilst.",542,0.91,0.96,0.92,0.91,0.45,jev-1.13.0,1033,0.33
control,passed every rule,Der Widerstand breitet sich schnell aus.,543,0.8,0.97,0.97,0.96,0.36,jev-1.13.0,992,0.39
control,passed every rule,Yara und ich sind keine Freunde mehr.,544,0.94,0.97,0.95,0.95,0.35,jev-1.13.0,993,0.33
control,passed every rule,"Da musste man auf einen neuen Standard umstellen, weil irgendwann fast alle IP-Adressen belegt waren.",545,0.74,0.97,0.92,0.92,0.37,jev-1.13.0,1045,0.25
control,passed every rule,Aber die Frage ist natürlich für was steht die Linke denn eigentlich grundsätzlich.,546,0.76,0.85,0.84,0.79,0.41,jev-1.13.0,1033,0.28
control,passed every rule,"Ich sehe die Menschen also nicht ganz deutlich, sondern nur ganz klein in weiter Entfernung.",547,0.92,0.96,0.91,0.85,0.24,jev-1.13.0,1040,0.37
control,passed every rule,Was wenn du auch klare Regeln für Gespräche hättest?,548,0.78,0.89,0.83,0.83,0.23,jev-1.13.0,1012,0.28
control,passed every rule,Die Frage ist: Brauchen wir mehr Resozialisierungsprojekte und einen offeneren Vollzug?,549,0.93,0.95,0.96,0.96,0.2,jev-1.13.0,1033,0.39
control,passed every rule,"In Deutschland bist du erst mal „nichts“, bis du das richtige deutsche Papier mit dem richtigen deutschen Stempel hast.",550,0.84,0.97,0.87,0.87,0.67,jev-1.13.0,1070,0.28
control,passed every rule,Die oberste aller Ideen ist die Idee des Guten.,551,0.9,0.98,0.94,0.91,0.1,jev-1.13.0,1003,0.28
control,passed every rule,Später kehren auch die Osmanen zurück.,552,0.6,0.96,0.93,0.91,0.14,jev-1.13.0,995,0.25
control,passed every rule,"Vereinfacht gesagt, wenn die Eltern nicht studiert haben, dann ist die Wahrscheinlichkeit, dass man selbst studiert eher gering.",553,0.92,0.97,0.94,0.88,0.72,jev-1.13.0,1079,0.29
control,passed every rule,Postet eure Ideen gerne in die Kommentare.,554,0.93,0.97,0.95,0.95,0.2,jev-1.13.0,995,0.25
control,passed every rule,"Gerio, stell dich zum Kampf.",555,0.84,0.95,0.82,0.8,0.52,jev-1.13.0,984,0.28
control,passed every rule,"Nicht nur, weil hier mal Koryphäen wie Albert Einstein gelebt und gearbeitet haben, sondern auch heute, in der Gegenwart!",556,0.42,0.53,0.78,0.53,0.6,jev-1.13.0,1075,0.35
control,passed every rule,Aber wohin soll man sich noch ausbreiten?,557,0.58,0.94,0.89,0.81,0.18,jev-1.13.0,998,0.25
control,passed every rule,Eigentlich ist das Gesetz allgemein gehalten und wurde nicht speziell für Corona entwickelt.,558,0.7,0.97,0.96,0.95,0.4,jev-1.13.0,1032,0.28
control,passed every rule,"Zweitens: Wir müssen darüber nachdenken, wo das “zu” steht.",559,0.47,0.93,0.94,0.92,0.4,jev-1.13.0,1019,0.28
control,passed every rule,Woher kennst du meinen Fortnite-Namen?,560,0.84,0.97,0.92,0.94,0.1,jev-1.13.0,988,0.35
control,passed every rule,"Genau, unsere Familie hat dich so lange großgezogen, du musst auch mal etwas zurückgeben.",561,0.81,0.95,0.92,0.9,0.65,jev-1.13.0,1049,0.29
control,passed every rule,"Also, diese Wiederaufnahme des Serotonins dient zur Regelung dieses ""Gesprächs"" zwischen den Zellen.",562,0.53,0.96,0.89,0.87,0.39,jev-1.13.0,1051,0.27
control,passed every rule,"Ja und weißt du, was das Schlimmste ist?",563,0.38,0.71,0.91,0.92,0.39,jev-1.13.0,1003,0.3
control,passed every rule,"Deshalb beschäftigen wir uns in diesem Video ganz direkt mit Lügen über den Holocaust, über die Ermordung von Millionen europäischer Juden.",564,0.74,0.96,0.96,0.95,0.55,jev-1.13.0,1089,0.28
control,passed every rule,"Ich dachte, die Leute hier sind normal.",565,0.9,0.96,0.96,0.95,0.07,jev-1.13.0,993,0.22
control,passed every rule,"Viele werden nie gefunden, weil das Meer sie mit sich reißt.",566,0.58,0.97,0.93,0.87,0.43,jev-1.13.0,1017,0.37
control,passed every rule,Shopsche Palace heißt das Kackkraft aber den oder bitte sag doch was.,567,0.35,0.61,0.22,0.12,0.5,jev-1.13.0,1027,0.28
control,passed every rule,"Ihr müsst also an die Position 2 denken, wenn ihr einen Satz auf Deutsch baut.",568,0.84,0.96,0.91,0.87,0.24,jev-1.13.0,1041,0.39
control,passed every rule,"Schaut gerne rein, ist oben auf dem ""I"".",569,0.28,0.77,0.71,0.61,0.51,jev-1.13.0,999,0.39
control,passed every rule,Du warst die beste Schwester der Welt!,570,0.93,0.97,0.91,0.92,0.36,jev-1.13.0,993,0.27
control,passed every rule,Zumindest im Selbstversuch von uns zeigt sich da eine Tendenz.,571,0.3,0.95,0.82,0.77,0.51,jev-1.13.0,1020,0.37
control,passed every rule,"Ich fühle, dass ich mich zum ersten Mal in meinem Leben ausruhe.",572,0.94,0.97,0.91,0.85,0.23,jev-1.13.0,1026,0.27
control,passed every rule,"Stattdessen dominieren zwei große Blöcke, die Demokratische und die Republikanische Partei.",573,0.76,0.97,0.94,0.88,0.19,jev-1.13.0,1039,0.5
control,passed every rule,"Wenn ich etwas zur Kenntnis nehme, dann empfange ich eine Information und verstehe die Information.",574,0.95,0.97,0.93,0.76,0.86,jev-1.13.0,1043,0.25
control,passed every rule,"Oh, fast hätte ich das Wichtigste vergessen, die Äpfel!",575,0.81,0.93,0.86,0.88,0.47,jev-1.13.0,1015,0.28
control,passed every rule,Was meinst du mit hier?,576,0.28,0.96,0.93,0.94,0.32,jev-1.13.0,980,0.33
control,passed every rule,Am Nachmittag übergibt dann Angela Merkel offiziell ihr Amt an Olaf Scholz.,577,0.85,0.97,0.93,0.81,0.29,jev-1.13.0,1034,0.36
control,passed every rule,"Die Zeichen verdichten sich, dass heute vormittag nach zem Ringen der beteiligten Kreise der Abschluss einer Regierungskoalition gelungen ist.",578,0.81,0.96,0.39,0.09,0.82,jev-1.13.0,1083,0.36
control,passed every rule,"Der Stein der schwangeren Frau hätte nicht nur transportiert, sondern angehoben werden müssen.",579,0.77,0.96,0.81,0.62,0.24,jev-1.13.0,1039,0.33
control,passed every rule,"Nämlich dann, wenn irgendeine andere unabhängige Behörde diese Daten geprüft und in ihrem Bericht ausreichend detailliert wiedergibt und veröffentlicht.",580,0.18,0.52,0.87,0.81,0.51,jev-1.13.0,1096,0.36
control,passed every rule,"Oh, du bist ja sozial.",581,0.77,0.94,0.88,0.85,0.27,jev-1.13.0,982,0.36
control,passed every rule,"Ich will damit sagen: Es könnte sein, dass ""Die Partei"" an der Regierung einiges umstellen und auf den Weg bringen wird.",582,0.58,0.96,0.92,0.82,0.75,jev-1.13.0,1082,0.25
