sent,build,surface,initial,tag,st_xpos,md,md_repaired,st,acc,att_md_repaired,att_st,text
6690,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Und was glaubt ihr, ist das typisch deutsch?"
6692,transcript,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"in der Nähe von mir zuhause, wo (es) keine Auto(s) gibt mitternachts, dann... vielleicht komm' ich rüber. - Ja, ja."
6693,transcript,viele,0,PIAT,PIAT,vieler,vieler,viel,viel,1,1,"Tim, wie viele Stunden arbeitest du pro Woche?"
6693,transcript,arbeitest,0,VVFIN,VVFIN,arbeitestn,arbeitest,arbeiten,arbeiten,1,1,"Tim, wie viele Stunden arbeitest du pro Woche?"
6697,transcript,euch,0,PRF,PRF,euch,euch,ihr,ihr,1,1,Und auch wir werden euch diese beiden Wörter heute vorstellen.
6698,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Wenn es dir schwerfällt, die Artikel zu merken, If you find it difficult to remember the articles kann dir der Gender-Trainer von Seedlang helfen."
6698,transcript,schwerfällt,0,ADJD,VVFIN,schwerfällen,schwerfällen,schwerfallen,schwerfallen,1,1,"Wenn es dir schwerfällt, die Artikel zu merken, If you find it difficult to remember the articles kann dir der Gender-Trainer von Seedlang helfen."
6698,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Wenn es dir schwerfällt, die Artikel zu merken, If you find it difficult to remember the articles kann dir der Gender-Trainer von Seedlang helfen."
6699,transcript,Polen,0,NN,NN,Pole,pole,Polen,Polen,1,1,"Also ich meine, dass… dass die Polen nicht so nett und so freundlich sind wie die Deutschen."
6700,transcript,nächstes,0,ADJA,ADJA,nächster,nächster,nah,nah,1,1,"Unser nächstes Verb ist """"enthüllen""""."
6705,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,italki ist eigentlich einfach eine Plattform auf der ihr den perfekten Lehrer oder die perfekte Lehrerin finden könnt.
6709,transcript,glaub,0,ADJD,VVFIN,glaub,glaub,glauben,glauben,1,1,"Aha, weil irgendwas könnte ja dran sein. - Nee, glaub ich nicht."
6710,transcript,ihn,0,PPER,PPER,ihn,ihn,er,er,1,1,"Oh, man kann ihn schon gar nicht mehr sehen."
6715,transcript,letzten,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,"Also, ich bin bei dem letzten Schritt."
6716,transcript,vergess,0,NN,VVFIN,vergess,vergess,vergessen,vergessen,1,1,Ah Ok. - Also man muss die ja noch in den Briefkasten tun und das vergess' ich manchmal ein paar Tage durch.
6717,transcript,euch,0,PRF,PPER,euch,euch,ihr,ihr,1,1,Wo finden sie euch? - Äh YouTube.
6723,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Was denkt ihr als Schweizerinnen über Deutsche und Deutschland?
6723,transcript,Schweizerinnen,0,NN,NN,schweizerinnen,schweizerinnen,Schweizerin,Schweizerin,1,1,Was denkt ihr als Schweizerinnen über Deutsche und Deutschland?
6723,transcript,Deutsche,0,NN,NN,deutsche,deutsche,deutsch,deutsch,1,1,Was denkt ihr als Schweizerinnen über Deutsche und Deutschland?
6726,transcript,am,0,APPRART,APPR,an,an,am,am,1,1,Zell am See ist eine schöne Bergstadt mit allen Möglichkeiten.
6726,transcript,allen,0,PIAT,PIAT,aller,aller,alle,alle,1,1,Zell am See ist eine schöne Bergstadt mit allen Möglichkeiten.
6730,transcript,Hochhäusern,0,NN,NN,Hochhäuser,hochhäuser,Hochhaus,Hochhaus,0,1,"Ist das so wichtig, diese Berufe, die in diesen Hochhäusern stattfinden?"
6732,transcript,Schöne,0,NN,NN,schöne,schöne,Schönes,Schönes,1,1,Das ist das Schöne an unserer Community.
6733,transcript,Im,1,APPRART,ART,in,in,im,im,1,1,Im 19. Jahrhundert es war modisch.
6734,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Unter anderem findet ihr dort einen Vokabeltrainer, mit dem ihr die 10000 wichtigsten deutschen Vokabeln lernen könnt."
6734,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Unter anderem findet ihr dort einen Vokabeltrainer, mit dem ihr die 10000 wichtigsten deutschen Vokabeln lernen könnt."
6735,transcript,ne,0,NN,NE,ne,ne,ein,ein,1,1,"Also wie Augen und Ohren, kann man sich gut merken, ne?"
6737,transcript,gelungen,0,VVPP,ADJD,gelingen,gelingen,gelungen,gelungen,1,1,"Ich finde dieses Plakat nicht so gelungen, also unmöglich."
6742,transcript,gab's,0,VVFIN,VVFIN,gab's,gab's,gabe'n,gab'en,0,0,"Na ja, in der Familie gab's mal einen Fall, Well, there was a case in the family wo jemand sein Konto, ähm..."
6745,transcript,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,Sie hat alles für mich vorbereitet.
6746,transcript,Keks,0,NN,NN,Kek,kek,Keks,Keks,0,1,Ich habe nur noch einen Keks.
6748,transcript,'nem,0,ART,ART,'n,'n,'nemer,syl,0,0,Das muss aber auch von 'nem richtigen Brauhaus sein.
6749,transcript,allen,0,PIAT,PIAT,aller,aller,alle,alle,1,1,"Oh, mein Feierabend... der ist... äh... vor allen Dingen... ähm..."
6751,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,ihr,1,1,"Was ich an sie (ihr) toll finde, ist, äh, What I think is great about her is, erm, dass sie wahrscheinlich, äh..."
6753,transcript,bitte,0,ADV,VVPP,bitte,bitte,bitten,bitten,1,1,Ich hätte gern Baguette bitte.
6755,transcript,Jungs,0,NN,NN,Jung,jung,Jungs,Jungs,1,1,Mia bringt ein deutsches Magazin zu den Jungs.
6757,transcript,euch,0,PRF,PPER,euch,euch,ihr,ihr,1,1,"Und das Verb, was wir euch heute vorstellen heißt: Können."
6758,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Wenn ihr jetzt noch mehr deutsche Vokabeln lernen wollt, dann probiert doch mal den Vokabeltrainer in unserer App ‘’Seedlang’’ aus."
6761,transcript,euch,0,PPER,PPER,euch,euch,ihr,ihr,1,1,Und jetzt wollen wir mal von euch wissen: And now we want to know from you: Was sind denn eure Hobbys?
6761,transcript,eure,0,PPOSAT,PPOSAT,eur,eur,euer,euer,1,1,Und jetzt wollen wir mal von euch wissen: And now we want to know from you: Was sind denn eure Hobbys?
6762,transcript,vom,0,APPRART,ART,von,von,vom,vom,1,1,Ja? - Weil ich möchte gerne mal dieses Gefühl haben vom Fliegen. - Ja.
6762,transcript,Fliegen,0,NN,NN,Fliegen,Fliegen,Fliege,Fliege,1,1,Ja? - Weil ich möchte gerne mal dieses Gefühl haben vom Fliegen. - Ja.
6763,transcript,Dass,1,KOUS,KOUS,dass,dass,daß,daß,1,1,"Dass man sich hinchillen... - Ah, nee, hinchillt."
6763,transcript,hinchillt,0,VVPP,VVFIN,hinchillt,hinchillt,hinchillen,hinchillen,1,1,"Dass man sich hinchillen... - Ah, nee, hinchillt."
6764,transcript,am,0,APPRART,APPR,an,an,am,am,1,1,Hallo liebe Zuschauer. Wir sind heute in Zell am See.
6768,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Äh auf der anderen Seite seht ihr den Philosophen-Weg. - Ja.
6770,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Ja, in der Schweiz, musst du dir vorstellen, das sind alles aus sehr dörflichen Strukturen entstanden, ja?"
6770,transcript,dörflichen,0,ADJA,ADJA,dörflich,dörflich,dörflichen,dörflichen,1,1,"Ja, in der Schweiz, musst du dir vorstellen, das sind alles aus sehr dörflichen Strukturen entstanden, ja?"
6772,transcript,Im,0,APPRART,ART,in,in,im,im,1,1,Ja. - Im Frühdienst oder im Spätdienst.
6772,transcript,im,0,APPRART,ART,in,in,im,imen,1,1,Ja. - Im Frühdienst oder im Spätdienst.
6776,transcript,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,"Ähm, ja, Froschschenkel zum Beispiel oder Schnecken Erm, yeah, frog legs, for example, or snails in Frankreich. - Genau, weil ich hab' mich die ganze..."
6776,transcript,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Ähm, ja, Froschschenkel zum Beispiel oder Schnecken Erm, yeah, frog legs, for example, or snails in Frankreich. - Genau, weil ich hab' mich die ganze..."
6777,transcript,reingetan,0,VVPP,VVPP,Reingetan,reingetan,reintun,reintun,1,1,"Wieso? - Ich hab' da immer ganz wenig Fett reingetan und dann sind die immer angebraten. - Ja, haste ja heute was gelernt."
6777,transcript,angebraten,0,VVFIN,ADJD,angebraten,angebraten,anbraten,anbraten,1,1,"Wieso? - Ich hab' da immer ganz wenig Fett reingetan und dann sind die immer angebraten. - Ja, haste ja heute was gelernt."
6778,transcript,eine,0,PIS,PIS,einer,einer,ein,ein,1,1,"Und jeden Tag Vokabeln lernen ist eine der effektivsten Sachen, die man machen kann, um immer dranzubleiben und nicht aufzugeben."
6778,transcript,dranzubleiben,0,VVIZU,VVIZU,dranzubleiben,dranzubleiben,dranbleiben,dranbleiben,1,1,"Und jeden Tag Vokabeln lernen ist eine der effektivsten Sachen, die man machen kann, um immer dranzubleiben und nicht aufzugeben."
6783,transcript,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,gehten,1,0,Hier ist dein Mikrofon. - Ok. - Los geht's.
6784,transcript,find's,0,VVFIN,VVFIN,find's,find's,find'en,find's,0,0,Aber ich persönlich find's jetzt auch nicht so cool.
6785,transcript,ne,0,NN,ITJ,ne,ne,ein,ein,1,1,"Andere Menschen treffen? Traurig, ne, dass das schon in die Kategorie ""sich etwas gönnen"" fällt. - Ja. - Okay."
6786,transcript,gibt's,0,VVFIN,VVFIN,gibt'sn,geben,gibte'n,gibten,1,0,"Seedlang gibt's für Android und iOS oder You can get Seedlang for Android and iOS, or natürlich auch im Browser unter seedlang.com."
6786,transcript,im,0,APPRART,ART,in,in,im,im,1,1,"Seedlang gibt's für Android und iOS oder You can get Seedlang for Android and iOS, or natürlich auch im Browser unter seedlang.com."
6787,transcript,mich,0,PRF,PPER,mich,mich,ich,ich,1,1,Sie rufen mich wegen einem Klingelschild an?
6791,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Und ihr bekommt auch was dafür.
6792,transcript,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,"Aber das ist eine Sache, die (mich) 'n bisschen bis jetzt, äh, wundert."
6793,transcript,was,0,PRELS,PWS,wer,wer,was,was,1,1,"Das heißt... - Das, was er macht. Genau."
6795,transcript,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Also das ist einfach... Musik verbindet uns alle, macht Freude, ist universell."
6796,transcript,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,"Manuel, ähm, wir werden uns das jetzt vorbereiten, dass wir das Stück dort einleimen können."
6799,transcript,Fakten,0,NN,NN,Fakt,fakt,Faktum,Faktum,1,1,"Mit dem Futur I drückt man aber aus, dass es sich um eine Prognose handelt, also nicht wirklich um Fakten."
6800,transcript,gibt's,0,VVFIN,VVFIN,gibt's,geben,gibte'n,gibten,1,0,"Ich weiß gar nicht. Also da, wo ich herkomme, gibt's eigentlich mehr Italiener als deutsche Restaurants sogar."
6803,transcript,bestimmt,0,VVFIN,FM,bestimmen,bestimmen,bestimmt,bestimmt,1,1,"Ich weiß nicht, da braucht man I don't know, you definitely bestimmt schon 3000 Euro, 4000 Euro oder so."
6808,transcript,mich,0,PPER,PRF,mich,mich,ich,ich,1,1,"stellen Sie mich mal bitte zu ihrem Manager durch, ja?"
6808,transcript,bitte,0,ADV,ADV,bitte,bitte,bitten,bitten,1,1,"stellen Sie mich mal bitte zu ihrem Manager durch, ja?"
6809,transcript,uns,0,PRF,PRF,sich,sich,wir,wir,1,1,Ich hatte richtig Spaß an der Sache und wir haben uns schon verabredet.
6810,transcript,im,0,APPRART,ART,in,in,im,im,1,1,"Probiert das mal aus auf Seedlang.com, oder im App-Store und Google Play Store findet ihr die App auch unter ""Seedlang""."
6810,transcript,App-Store,0,NN,NN,App-Store,app-store,App-Stor,App-Store,1,1,"Probiert das mal aus auf Seedlang.com, oder im App-Store und Google Play Store findet ihr die App auch unter ""Seedlang""."
6810,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Probiert das mal aus auf Seedlang.com, oder im App-Store und Google Play Store findet ihr die App auch unter ""Seedlang""."
6811,transcript,gespannt,0,ADJD,ADJD,gespannt,gespannt,spannen,spannen,1,1,Ich bin schon ganz gespannt Klaus.
6812,transcript,glaub,0,ADJD,VVFIN,glaub,glaub,glauben,glauben,1,1,Ja? - Ja. - Ist der noch aktiv? - Ich glaub' er hat sich ein bisschen zurückgezogen.
6818,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Und das müsst ihr euch merken, dass diese Formen erst mal existieren."
6818,transcript,euch,0,PRF,PPER,euch,euch,ihr,ihr,1,1,"Und das müsst ihr euch merken, dass diese Formen erst mal existieren."
6820,transcript,all,0,PIAT,FM,all,all,alle,alle,1,1,Die Franzosen gehen das Ganze The French approach it all 'n bisschen lockerer an und...
6822,transcript,willst,0,VMFIN,VMFIN,willen,willen,wollen,wollen,1,1,"Du bist ein nettes Mädchen, You're a nice girl, willst du mit mir gehen?"
6822,transcript,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Du bist ein nettes Mädchen, You're a nice girl, willst du mit mir gehen?"
6823,transcript,kaffeesüchtigen,0,NN,ADJA,Kaffeesüchtigen,kaffeesüchtigen,kaffeesüchtig,kaffeesüchtig,1,1,"Er hat auch einen Kartoffeltee gekocht, für den kaffeesüchtigen Michael eine gelungene Abwechslung."
6824,transcript,Kannste,1,VMFIN,VAFIN,Kannste,kannste,kennsen,kannst,1,0,"Kannste auf'n Schlossberg gehen, Stadtgarten..."
6824,transcript,Stadtgarten,0,NN,NN,Stadtgart,stadtgart,Stadtgarten,Stadtgarten,0,1,"Kannste auf'n Schlossberg gehen, Stadtgarten..."
6829,transcript,Deutsche,0,NN,NN,deutsche,deutsche,deutsch,deutsch,1,1,"Definitiv. Aber nicht nur Deutsche, Menschen generell, würde ich sagen."
6830,transcript,im,0,APPRART,ART,in,in,im,im,1,1,Und die App ist jetzt auch im App Store und im Google Play Store verfügbar.
6830,transcript,im,0,APPRART,ART,in,in,im,im,1,1,Und die App ist jetzt auch im App Store und im Google Play Store verfügbar.
6833,transcript,gespannt,0,ADJD,ADJD,gespannt,gespannt,spannen,spannen,1,1,"Janusz, ich bin gespannt. - Ich auch."
6834,transcript,Nächstes,0,ADJA,NN,Nächster,nächster,Nächst,Nach,1,1,Als Nächstes macht Janusz die Bluetooth-Box an.
6836,transcript,Am,1,APPRART,APPR,an,an,Am,Am,1,1,Am Telefon ist ein Call Center.
6838,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Diese Situation, die ihr gerade gesehen habt, die ist mir tatsächlich auch schon öfters passiert."
6838,transcript,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Diese Situation, die ihr gerade gesehen habt, die ist mir tatsächlich auch schon öfters passiert."
6839,transcript,'nen,0,ART,PIAT,'n,'n,'nerer,'nen,0,0,"Ja, dank dem hab' ich auch 'nen guten Abschluss gemacht."
6839,transcript,Abschluss,0,NN,NN,Abschluss,abschluss,Abschluß,Abschluß,1,1,"Ja, dank dem hab' ich auch 'nen guten Abschluss gemacht."
6840,transcript,Habedere,1,NN,NE,Habeder,habeder,Habedere,Habedere,0,1,Habedere. - Habedere. - Auf Wiedersehen.
6840,transcript,Habedere,0,NN,NN,Habeder,habeder,Habedere,Habedere,0,1,Habedere. - Habedere. - Auf Wiedersehen.
6840,transcript,Wiedersehen,0,NN,NN,Wiedersehe,wiedersehe,Wiedersehen,Wiedersehen,1,1,Habedere. - Habedere. - Auf Wiedersehen.
6847,transcript,glaub,0,ADJD,VVFIN,glaub,glaub,glauben,glauben,1,1,"Ich glaub', das ist, wenn etwas unwichtig ist."
6848,transcript,euch,0,PRF,PRF,euch,euch,ihr,ihr,1,1,Wir zeigen euch heute einige dieser Verben. Los geht's.
6848,transcript,Verben,0,NN,NN,Verbe,verbe,Verb,Verb,1,1,Wir zeigen euch heute einige dieser Verben. Los geht's.
6848,transcript,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,gehten,1,0,Wir zeigen euch heute einige dieser Verben. Los geht's.
6850,transcript,Tinder,1,NN,PTKANT,Tinder,tinder,Tind,Tinder,1,0,Tinder schon. Und dann... das ist was anderes.
6851,transcript,zweite,0,ADJA,ADJA,zweiter,zweiter,zweit,zweit,1,1,"Nee, was war das zweite? - Ich war in der Bank."
6852,transcript,Ihnen,0,PPER,PPER,Ihnen,ihnen,Sie,Sie,1,1,"Was gibt Ihnen Kraft? - Was gibt mir... ja, okay."
6852,transcript,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Was gibt Ihnen Kraft? - Was gibt mir... ja, okay."
6853,transcript,veganen,0,ADJA,ADJA,vegan,vegan,veganen,veganen,1,1,"Veganen Nachtisch, äh, wir haben White Baozi (als) veganen Nachtisch."
6854,transcript,'ne,0,ART,ART,'ne,'ne,'ner,'ne,0,0,"Äh, wie viel kostet, äh, 'ne Tasse Kaffee in Deutschland?"
6855,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,Und kommt zu dir der Nikolaus oder der Krampus?
6856,transcript,Aufgepasst,1,NN,VVPP,Aufgepasst,aufgepasst,aufpassen,aufpassen,1,1,"Aufgepasst! Bei manchen Ländern benutzt man ""in""."
6858,transcript,Gleiche,0,NN,NN,Gleich,gleich,Gleiche,Gleiche,1,1,"Ja, die Gleiche, und wie geht das? Welche Art von Musik ist das?"
6860,transcript,weniger,0,PIS,PIS,weniger,weniger,wenig,weniger,1,1,Werden sich… wird das eher weniger werden?
6862,transcript,Pillepalle,1,NN,NE,Pillepall,pillepall,Pillepalle,Pillepalle,0,1,Pillepalle. - Was bedeutet es?
6864,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Hier habt ihr jetzt gerade Here you've just seen ein Beispiel im Nominativ (Akkusativ) gesehen.
6864,transcript,seen,0,NN,FM,see,see,seen,seen,1,1,Hier habt ihr jetzt gerade Here you've just seen ein Beispiel im Nominativ (Akkusativ) gesehen.
6864,transcript,im,0,APPRART,ART,in,in,im,im,1,1,Hier habt ihr jetzt gerade Here you've just seen ein Beispiel im Nominativ (Akkusativ) gesehen.
6865,transcript,Ihnen,0,PPER,PPER,ihnen,ihnen,Sie,Sie,1,1,"Was glauben Sie passiert mit Ihnen, wenn Sie irgendwann tot sind?"
6867,transcript,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,also so älter jetzt von mir aus gesehen...
6868,transcript,am,0,APPRART,FM,an,an,am,am,1,1,"I am going home now, bye!"
6870,transcript,uns,0,PPER,PRF,uns,uns,wir,wir,1,1,Wir verstehen uns. Das Problem herrscht in Berlin leider auch. - Schade.
6870,transcript,Schade,0,VVIMP,NN,schade,schaden,Schade,schade,1,1,Wir verstehen uns. Das Problem herrscht in Berlin leider auch. - Schade.
6871,transcript,Vom,1,APPRART,ART,von,von,vom,vom,1,1,"Vom Dialekt her wüsste ich jetzt nicht, ob's eher nach England geht oder Australien."
6871,transcript,wüsste,0,VMFIN,VVFIN,wüssen,wüsste,wissen,wissen,1,1,"Vom Dialekt her wüsste ich jetzt nicht, ob's eher nach England geht oder Australien."
6872,transcript,Ihnen,0,PPER,PPER,ihnen,ihnen,Sie,Sie,1,1,Welche Themen sind Ihnen wichtig in... in der Politik?
6873,transcript,glaubst,0,ADJD,VVFIN,glaubst,glaubst,glauben,glauben,1,1,"Und was glaubst du, gibt's so And what kind of technological für technologische Erneuerungen?"
6873,transcript,gibt's,0,VVFIN,VVFIN,gibt's,geben,gibte'n,gibten,1,0,"Und was glaubst du, gibt's so And what kind of technological für technologische Erneuerungen?"
6875,transcript,was,0,PRELS,PWS,wer,wer,was,was,1,1,"Ist trotzdem, ob das Leben, was wir jetzt leben, Is still... whether life that we're living now..."
6878,transcript,Let's,0,NN,FM,Let's,let's,Let',Let's,0,0,people here in Berlin. - Let's go.
6880,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Was denkt ihr denn, was denken Deutsche über die Slowakei?"
6880,transcript,Deutsche,0,NN,NN,deutsche,deutsche,deutsch,deutsch,1,1,"Was denkt ihr denn, was denken Deutsche über die Slowakei?"
6882,transcript,gibt's,0,VVFIN,VVFIN,gibt's,geben,gibte'n,gibten,1,0,Und gibt's noch irgendwelche Nachteile an Köln?
6882,transcript,irgendwelche,0,PIAT,PIAT,irgendwelch,irgendwelch,irgendwelcher,irgendwelcher,1,1,Und gibt's noch irgendwelche Nachteile an Köln?
6883,transcript,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,"In Deutschland ist zum Beispiel Direktheit In Germany, for example, directness und Ehrlichkeit sehr wichtig."
6884,transcript,dich,0,PPER,PPER,dich,dich,du,du,1,1,"Also, wenn dich was nicht interessiert, tust du auch nicht so, als würde es dich interessieren. - Richtig, richtig."
6884,transcript,interessiert,0,ADJD,VVFIN,interessiert,interessiert,interessieren,interessieren,1,1,"Also, wenn dich was nicht interessiert, tust du auch nicht so, als würde es dich interessieren. - Richtig, richtig."
6884,transcript,tust,0,VVFIN,VVFIN,tuen,tust,tun,tun,1,1,"Also, wenn dich was nicht interessiert, tust du auch nicht so, als würde es dich interessieren. - Richtig, richtig."
6884,transcript,dich,0,PPER,PPER,dich,dich,du,du,1,1,"Also, wenn dich was nicht interessiert, tust du auch nicht so, als würde es dich interessieren. - Richtig, richtig."
6886,transcript,alles,0,PIAT,PIS,aller,aller,alle,alle,1,1,Das sind alles überraschende Sachen für mich.
6886,transcript,mich,0,PPER,PPER,mich,mich,ich,ich,1,1,Das sind alles überraschende Sachen für mich.
6887,transcript,zum,0,APPRART,ART,zu,zu,zum,zum,1,1,"Wissen. - Wissen. An sich, der Infinitiv derselbe, aber ich sag' zum Beispiel ""I woaß des ned"". Ich weiß das nicht. - Hm."
6889,transcript,nix,0,PIS,PIS,nix,nix,nichts,nichts,1,1,"In der Umgangssprache hört man auch oft ""nix""."
6891,transcript,dir,0,PPER,PPER,dir,dir,du,dir,1,1,"Okay, ich erkläre es dir kurz. In Deutschland darf man so schnell fahren, wie man möchte auf der Autobahn, theoretisch."
6892,transcript,ins,0,APPRART,ART,in,in,ecser,ins,1,0,Ich gehe mit meinem Freund ins Kino.
6899,transcript,mag's,0,VMFIN,VVFIN,mag's,mag's,mag'sen,mag's,0,0,"Ich mag's eigentlich... na ja, mittel halt."
6900,transcript,ne,0,NN,ITJ,ne,ne,ein,ein,1,1,"Und meine Erfahrung ist, wenn jemand kein, offensichtlich kein Deutsch spricht, ähm, ist es sowieso, glaube ich, ne, also."
6904,transcript,einem,0,PIS,PIS,einer,einer,ein,ein,1,1,"Baden-Württemberg hat 10,5 Millionen Einwohner und gehört damit zu einem der größeren Bundesländer."
6905,transcript,letztes,0,ADJA,ADJA,letzter,letzter,letzt,letzt,1,1,"Also, ich hab' das Thema ausgewählt, weil Elon Musk letztes Jahr, dieses Jahr permanent, äh, durch die Presse geistert, und vor allem über Twitter."
6905,transcript,äh,0,ITJ,VVFIN,äh,äh,ähen,äh,1,0,"Also, ich hab' das Thema ausgewählt, weil Elon Musk letztes Jahr, dieses Jahr permanent, äh, durch die Presse geistert, und vor allem über Twitter."
6905,transcript,geistert,0,VVPP,VVFIN,istern,geistert,geistern,geistern,1,1,"Also, ich hab' das Thema ausgewählt, weil Elon Musk letztes Jahr, dieses Jahr permanent, äh, durch die Presse geistert, und vor allem über Twitter."
6907,transcript,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Oh, das tut uns so leid! Das tut uns wirklich leid, aber wir können ja nicht ohne Schlüssel, wir brauchten die ganz dringend. - Ja."
6907,transcript,uns,0,PPER,PPER,uns,uns,wir,wir,1,1,"Oh, das tut uns so leid! Das tut uns wirklich leid, aber wir können ja nicht ohne Schlüssel, wir brauchten die ganz dringend. - Ja."
6908,transcript,mich,0,PRF,PRF,sich,sich,ich,ich,1,1,"Und ich mich für deine Anweisungen und alles, And I thank you for your instructions and for everything was du mir gezeigt hast."
6908,transcript,mir,0,PPER,PPER,mir,mir,ich,ich,1,1,"Und ich mich für deine Anweisungen und alles, And I thank you for your instructions and for everything was du mir gezeigt hast."
6909,transcript,Wollen,1,NN,NN,wollen,wollen,Wolle,Wolle,1,1,"""Wollen"" ist ein deutsches Modalverb und man drückt damit einen Wunsch oder einen Plan aus."
6912,transcript,Privaten,0,NN,NN,private,private,Privat,Privat,1,1,Wo ist denn der Unterschied zwischen den Privaten und den Öffentlich-Rechtlichen in Deutschland?
6912,transcript,Öffentlich-Rechtlichen,0,NN,NN,Öffentlich-Rechtliche,öffentlich-rechtliche,Öffentlich-Rechtlich,Öffentlich-Rechtlich,1,1,Wo ist denn der Unterschied zwischen den Privaten und den Öffentlich-Rechtlichen in Deutschland?
6915,transcript,Zum,1,APPRART,ART,zu,zu,zum,zum,1,1,"Zum Beispiel sage ich: ""Manuel hat einen Hund"", und ihr sagt dann: ""Das ist sein Hund."" Los geht's."
6915,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,"Zum Beispiel sage ich: ""Manuel hat einen Hund"", und ihr sagt dann: ""Das ist sein Hund."" Los geht's."
6915,transcript,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,gehten,1,0,"Zum Beispiel sage ich: ""Manuel hat einen Hund"", und ihr sagt dann: ""Das ist sein Hund."" Los geht's."
6917,transcript,fänd,0,VVFIN,VVFIN,fänd,fänd,finden,finden,1,1,"""Moin."" - Das fänd' ich zu salopp."
6919,transcript,Hab,0,NN,VAFIN,Hab,hab,haben,haben,1,1,Nix. - Ja. Hab' ich mir schon gedacht.
6919,transcript,mir,0,PPER,PRF,sich,sich,ich,ich,1,1,Nix. - Ja. Hab' ich mir schon gedacht.
6921,transcript,ihr,0,PPER,PPER,ihr,ihr,sie,sie,1,1,Die Frage wäre: Was habt ihr heute gemacht?
6925,transcript,dededede,0,ADJA,ADJA,dededed,dededed,dededede,dededed,0,1,"Denn die Amerikaner fangen sofort an zu labern, und zwar wirklich dededede dededede..."
6927,transcript,meisten,0,PIAT,PIAT,meister,meister,meist,meist,1,1,"Ich glaube, die meisten Deutschen haben..."
6932,transcript,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,gehten,1,0,"So, jetzt geht's mit Jené weiter."
6933,transcript,geht's,0,VVFIN,VVFIN,geht's,gehen,gehe'en,geht's,1,0,"und ähm… wo geht's weiter? Wir leben in Remscheid, auch eine Reise wert, weil es Bergisches Land ist, das ist einfach traumhaft schön."
6933,transcript,Bergisches,0,ADJA,ADJA,Bergische,bergische,Bergisches,bergisch,0,1,"und ähm… wo geht's weiter? Wir leben in Remscheid, auch eine Reise wert, weil es Bergisches Land ist, das ist einfach traumhaft schön."
6934,transcript,uns,0,PPER,PRF,uns,uns,wir,wir,1,1,Können Sie uns mal eine kleine Gesangseinlage als Tina Turner für Arme geben?
6935,transcript,find's,0,VVFIN,VVFIN,find's,find's,find'en,find's,0,0,"Also, es ist schwer zu sagen. Ich bin… ich find's schade."
6936,transcript,Biergarten,0,NN,NN,Biergart,biergart,Biergarten,Biergarten,0,1,Der Biergarten. Ich bin im Biergarten.
6936,transcript,im,0,APPRART,ART,in,in,im,imen,1,1,Der Biergarten. Ich bin im Biergarten.
6936,transcript,Biergarten,0,NN,NN,Biergart,biergart,Biergarten,Biergarten,0,1,Der Biergarten. Ich bin im Biergarten.
6941,transcript,gab's,0,VVFIN,VVFIN,gab's,gab's,gabe'n,gab'en,0,0,"Nach der Wiedervereinigung gab's die Möglichkeit, das hier zu schaffen, und es gab zwei Wettbewerbe."
