step,candidates,well_formed,chosen_score,best_score,chosen,best
2613,8,4,1.0,1.0,An der Grundschule Burgweide werden alle Kinder klassenübergreifend unterrichtet.,An der Grundschule Burgweide werden alle Kinder klassenübergreifend unterrichtet.
2614,9,3,1.0,1.0,"Sie spielen unser Lied, wonach Elten und ich getanzt haben.","Sie spielen unser Lied, wonach Elten und ich getanzt haben."
2615,7,1,1.0,1.0,Denn Kapitalgesellschaften müssen ihre Jahresbilanzen auch öffentlich zugänglich machen.,Denn Kapitalgesellschaften müssen ihre Jahresbilanzen auch öffentlich zugänglich machen.
2616,8,6,1.0,1.0,Er war schon Berater von Olaf Scholz und Angelo Merte.,Er war schon Berater von Olaf Scholz und Angelo Merte.
2617,8,3,1.0,1.0,"Es gibt die Formulierung, sie sind jenseits des Fixsternhimmels.","Es gibt die Formulierung, sie sind jenseits des Fixsternhimmels."
2618,9,6,1.0,1.0,"Und zwar dadurch, dass die geistlichen Territorien im Reich aufgehoben werden.",Am ersten Tag töteten sie den geistlichen Führer Chamenei.
2619,4,0,0.84,0.84,Das geht auch hervor aus diesem Änderungsantrag.,Das geht auch hervor aus diesem Änderungsantrag.
2620,6,2,1.0,1.0,Viele benutzen Telegramm als Alternative zu WhatsApp oder zum Facebook-Messenger.,Viele benutzen Telegramm als Alternative zu WhatsApp oder zum Facebook-Messenger.
2621,8,2,1.0,1.0,Eine Vermutung militärischer Aktivität ist dieses Antennenfeld hier in El Salao.,Eine Vermutung militärischer Aktivität ist dieses Antennenfeld hier in El Salao.
2622,8,3,1.0,1.0,"Wie bei Menschensprachen, in denen die meisten zufälligen Buchstabenkombinationen Unsinn sind.","Wie bei Menschensprachen, in denen die meisten zufälligen Buchstabenkombinationen Unsinn sind."
2623,7,2,0.84,0.84,Das möchte äh die Koalition jetzt ändern.,Das möchte äh die Koalition jetzt ändern.
2624,8,5,1.0,1.0,"Besonders beliebt sind auch kreative Hobbys: malen, fotografieren, kochen oder handwerken.","Besonders beliebt sind auch kreative Hobbys: malen, fotografieren, kochen oder handwerken."
2625,7,6,1.0,1.0,"Also, ich find es nicht in Ordnung, unbegleiterten Ausgang zu gewähren.","Also, ich find es nicht in Ordnung, unbegleiterten Ausgang zu gewähren."
2626,9,4,1.0,1.0,"Wenn nicht, habe Sie jetzt die einmalige Gelegenheit das zu tun.","Ab dem Steuerjahr 2024 kostet es einmalig 45,99 € pro Steuerjahr."
2627,8,4,1.0,1.0,Jetzt sahen sie sich alleine mit seiner stetig wachsenden Militärmacht konfrontiert.,Jetzt sahen sie sich alleine mit seiner stetig wachsenden Militärmacht konfrontiert.
2628,8,5,1.0,1.0,Wir haben das Atom gespalten und andere Welten bereist.,Wir haben das Atom gespalten und andere Welten bereist.
2629,7,2,1.0,1.0,"Die Besonderheit ist, dass das Präfix am Ende des Satzes steht.","Die Besonderheit ist, dass das Präfix am Ende des Satzes steht."
2630,6,2,1.0,1.0,Wahrscheinlichkeit sie jetzt in den geplanten Umsatz einläuft und ähnliche Dinge.,Wahrscheinlichkeit sie jetzt in den geplanten Umsatz einläuft und ähnliche Dinge.
2631,9,4,0.92,0.92,Die israelische Sportmannschaft wird von palästinensischen Terroristen überfallen.,Die israelische Sportmannschaft wird von palästinensischen Terroristen überfallen.
2632,8,3,1.0,1.0,Da sind die Grenzwerte als ein Beispiel allein nicht ausreichend.,Da sind die Grenzwerte als ein Beispiel allein nicht ausreichend.
2633,8,4,1.0,1.0,"Wenn wir durch ein Schlagloch fahren, geht das Ding womöglich los.","Wenn wir durch ein Schlagloch fahren, geht das Ding womöglich los."
2634,8,3,1.0,1.0,Lieferung von Öl und freie Hand im Krieg gegen China.,Ich bin sehr unzufrieden mit der Lieferung meiner Bestellung.
2635,7,3,1.0,1.0,Und der monatliche Lohn beträgt zwischen 2.000 und 3.000 Yuan.,Es geht um die Erhöhung der monatlichen Miete um 100€.
2636,7,3,1.0,1.0,"Und wenn es so extreme Konkurrenz ist, ist das unangenehm.",Die parteiinterne Konkurrenz schaltet der neue Reichskanzler schnell aus.
2637,6,5,1.0,1.0,"Energie verwandelte sich in Kräfte und Teilchen, aus Chaos entstanden Naturgesetze.","Energie verwandelte sich in Kräfte und Teilchen, aus Chaos entstanden Naturgesetze."
2638,9,3,1.0,1.0,Aber es muss erweitert und von jeglicher Ideologie befreit werden.,Aber es muss erweitert und von jeglicher Ideologie befreit werden.
2639,5,5,1.0,1.0,"Zunächst muss man sagen, die sind von der Versorgung ausgeschlossen.","Zunächst muss man sagen, die sind von der Versorgung ausgeschlossen."
2640,6,2,1.0,1.0,Ob man das tatsächlich machen die Investitionen auch nicht.,Ob man das tatsächlich machen die Investitionen auch nicht.
2641,4,2,1.0,1.0,"Es gibt keine Angriffsmöglichkeiten mehr, weshalb es zu unkontrolliertem Wachstum kommt.","Es gibt keine Angriffsmöglichkeiten mehr, weshalb es zu unkontrolliertem Wachstum kommt."
2642,9,5,1.0,1.0,Seine Forschung hat unser Verständnis des Themas maßgeblich beeinflusst.,Seine Forschung hat unser Verständnis des Themas maßgeblich beeinflusst.
2643,5,0,0.84,0.84,Aber auch diese Einnahmen musst du versteuern.,Aber auch diese Einnahmen musst du versteuern.
2644,7,7,1.0,1.0,Sie haben gerade ein schwarzes Schaf aus dem Verkehr gezogen.,Sie haben gerade ein schwarzes Schaf aus dem Verkehr gezogen.
2645,6,4,1.0,1.0,Setzt man hier irgendwie eine Expertise von Igor trotzdem voraus?,Setzt man hier irgendwie eine Expertise von Igor trotzdem voraus?
2646,7,3,1.0,1.0,Die Germanen andererseits können Rom nicht wirklich die Stirn bieten.,Die Germanen andererseits können Rom nicht wirklich die Stirn bieten.
2647,8,6,1.0,1.0,Vor ein paar Tagen war dieser Klotz noch flüssig.,Vor ein paar Tagen war dieser Klotz noch flüssig.
2648,8,4,1.0,1.0,"Wow, darf ich fragen, welchem Zweck dieser Tunnel dient?","Wow, darf ich fragen, welchem Zweck dieser Tunnel dient?"
2649,7,4,1.0,1.0,"Das heißt, der Hersteller garantiert, dass das Gerät richtig funktioniert.","Das heißt, der Hersteller garantiert, dass das Gerät richtig funktioniert."
2650,8,4,1.0,1.0,"Na warte, du kannst ja gar sau nicht zielen.","Na warte, du kannst ja gar sau nicht zielen."
2651,8,4,1.0,1.0,Hitler weist die Forderung zurück und befiehlt das weitere Vorrücken.,Hitler weist die Forderung zurück und befiehlt das weitere Vorrücken.
2652,7,5,1.0,1.0,Jeder von euch wird unserer üblichen Behandlung unterzogen werden und verdoppelt.,Die Produktion von Kampffliegern verdoppelt sich in weniger als einem Jahr.
2653,5,2,1.0,1.0,Baalbek zeigt drei Blöcke dieser Kategorie in einer Baustelleneinheit.,"Bei Schäden der Kategorie ""Neiiiiin!"" gilt in der Regel: Vergessen Sie's."
2654,6,3,0.94,0.94,Das ist eine sehr schöne Einführung in die ethische Dimension des Ganzen.,Das ist eine sehr schöne Einführung in die ethische Dimension des Ganzen.
2655,8,3,1.0,1.0,Sie sind zu einer Bedrohung für die Struktur der Geheimdienste geworden.,Die hybride Bedrohung ist real; aber hier reden wir von Linksterror.
2656,7,2,0.88,0.88,"Und in dem Epos steht auch schon die Bezeichnung Karls als ""Vater Europas"".","Und in dem Epos steht auch schon die Bezeichnung Karls als ""Vater Europas""."
2657,7,3,1.0,1.0,"Ich einen Raum betrete, star mir sämtliche Weiber auf den Sack.","Ich einen Raum betrete, star mir sämtliche Weiber auf den Sack."
2658,6,4,1.0,1.0,"Das heißt, der Begriff der Substanz ist ein doppelter Begriff.","Das heißt, der Begriff der Substanz ist ein doppelter Begriff."
2659,7,3,1.0,1.0,"Sie werden vereint durch einheitliches Recht, durch Steuern, Währung und Militär.","Sie werden vereint durch einheitliches Recht, durch Steuern, Währung und Militär."
2660,7,1,0.82,0.82,"Es ist vielleicht keine Niederlage, aber es wird klar: Deutschland kann Großbritannien nicht besiegen.","Es ist vielleicht keine Niederlage, aber es wird klar: Deutschland kann Großbritannien nicht besiegen."
2661,8,3,1.0,1.0,Beim Wandern kann ich immer so gut nachdenken und reflektieren.,Beim Wandern kann ich immer so gut nachdenken und reflektieren.
2662,7,5,1.0,1.0,Hans-Thomas Tillschneider gibt dafür im Partei- und Wahlprogramm den Takt vor.,Hans-Thomas Tillschneider gibt dafür im Partei- und Wahlprogramm den Takt vor.
2663,5,3,1.0,1.0,Die Frage ob Zustimmung 44% ist nicht mehr rand.,Die Frage ob Zustimmung 44% ist nicht mehr rand.
2664,7,4,1.0,1.0,"Der Einkommensteuer unterliegen: erstens, Einkünfte aus Land- und Forstwirtschaft.","Der Einkommensteuer unterliegen: erstens, Einkünfte aus Land- und Forstwirtschaft."
2665,7,4,1.0,1.0,"Und gleichzeitig sind sie aber Individuen, die ihren eigenen Weg gehen.","Und gleichzeitig sind sie aber Individuen, die ihren eigenen Weg gehen."
2666,7,3,1.0,1.0,Seit zehn Jahren schalte ich Kontaktanzeigen in meiner Zeitung für dich.,Seit zehn Jahren schalte ich Kontaktanzeigen in meiner Zeitung für dich.
2667,4,2,0.92,0.92,Also ich kann auch vier Absätze simultan erfassen.,Also ich kann auch vier Absätze simultan erfassen.
2668,7,4,1.0,1.0,"Solche Analysen zeigen einem, dass man überall Verwandte hat.","Alter, nur weil ich ein paar polnische Verwandte hab."
2669,6,3,1.0,1.0,"Mit ihren Entwürfen, Berechnungen und Studien betreten sie Neuland.",Berechnungen zeigen aber auch: Die Politik alleine reicht nicht.
2670,7,2,0.84,0.84,"Herr Hackmann, ich entziehe Ihnen das Wort.","Herr Hackmann, ich entziehe Ihnen das Wort."
2671,7,4,1.0,1.0,Die werden dann so zusammengefasst unter Lernbehinderung oder geistiger Behinderung.,Die werden dann so zusammengefasst unter Lernbehinderung oder geistiger Behinderung.
2672,7,1,0.92,0.92,"Wir müssen Geduld haben, auch das wird vorübergehen.","Wir müssen Geduld haben, auch das wird vorübergehen."
2673,7,5,1.0,1.0,Wo sie gemeinsam mit den christlichen und jüdischen Einwohnern leben.,Knapp ein Drittel der Einwohner kaufte Anteile am Laden.
2674,7,4,1.0,1.0,"Wenn Menschen Sex haben, wirkt sich das auf ihr Gehirn aus.",Ein Fehler eines Beschlusses kann sich grundsätzlich in zweierlei weise auswirken.
2675,6,2,1.0,1.0,"Nein, ich will ihn nicht weiter gegen uns aufbringen.","Nein, ich will ihn nicht weiter gegen uns aufbringen."
2676,6,3,1.0,1.0,"Wenn er diesen Stal erlernt, dann wird er eine Chance haben.","Wenn er diesen Stal erlernt, dann wird er eine Chance haben."
2677,7,3,0.92,0.92,Im Kindergarten werden die Kinder von Erziehern betreut.,Im Kindergarten werden die Kinder von Erziehern betreut.
2678,5,3,0.94,0.94,"Du hast gerade gesagt, wenn man sie drin lässt, gibt's eine Infektion.",Außerdem kann er in ein paar Tagen auch an einer Infektion sterben.
2679,7,3,1.0,1.0,"Vor allem vergessen Sie nicht, dass der Mensch die Wahrheit vorzieht.","Vor allem vergessen Sie nicht, dass der Mensch die Wahrheit vorzieht."
2680,7,3,1.0,1.0,"Sie werden erst aufstehen, nachdem die Tür verschlossen wurde.","Sie werden erst aufstehen, nachdem die Tür verschlossen wurde."
2681,7,4,1.0,1.0,"Die Partei dominiert: in den Stadtparlamenten, im Kreistag, auf vielen Dörfern.","Die Partei dominiert: in den Stadtparlamenten, im Kreistag, auf vielen Dörfern."
2682,7,2,0.94,0.94,Durch die Erkenntnis der Notwendigkeit können wir innere Ruhe und Gelassenheit finden.,Durch die Erkenntnis der Notwendigkeit können wir innere Ruhe und Gelassenheit finden.
2683,7,3,0.94,0.94,Besser ist es zum Beispiel eine Wende zu fahren um so auszuweichen.,Besser ist es zum Beispiel eine Wende zu fahren um so auszuweichen.
2684,7,3,1.0,1.0,Am Ende habe ich mich für das Klavier entschieden.,Am Ende habe ich mich für das Klavier entschieden.
2685,4,3,1.0,1.0,"Wir haben hier keine Aufwendungen und Erträge, sondern Kosten und Leistungen.",Für die G und V müssen wir Aufwendungen und Erträge gegenüberstellen.
2686,6,3,1.0,1.0,Die Herstellung von Privatfahrzeugen wird bis zum Ende des Krieges limitiert.,Die Herstellung von Privatfahrzeugen wird bis zum Ende des Krieges limitiert.
2687,7,4,1.0,1.0,Du kannst aber z.B auch auf ein quadratisches Format 1:1 gehen.,Du kannst aber z.B auch auf ein quadratisches Format 1:1 gehen.
2688,7,5,1.0,1.0,"Stimmt es, dass der IS Lemanski praktisch beauftragt hat?","Er hat mich beauftragt, Ihnen aller Form zu danken."
2689,7,3,1.0,1.0,Und im fränkischen Dialekt gibt es auch ganz oft Verniedlichungen.,Und im fränkischen Dialekt gibt es auch ganz oft Verniedlichungen.
2690,8,3,0.94,0.94,"Sogar unser Notsystem fiel aus, so dass unsere elektronischen Anlagen tot waren.","Sogar unser Notsystem fiel aus, so dass unsere elektronischen Anlagen tot waren."
2691,8,6,1.0,1.0,"Ich hoffe, dass sie nicht allzu enttäuscht sein wird.",Doch Naumann muss sich nicht allzu oft unters Volk mischen.
2692,7,2,0.92,0.92,Wir werden sehr viele schwere Kisten schleppen müssen.,Wir werden sehr viele schwere Kisten schleppen müssen.
2693,4,2,1.0,1.0,Er ist Kunsthändler und hat mir von dieser unglaublichen Ausstellung erzählt.,Er ist Kunsthändler und hat mir von dieser unglaublichen Ausstellung erzählt.
2694,7,5,1.0,1.0,"Das ist ja letztendlich ein Kopfkino, was sich da abspielt.","Das ist ja letztendlich ein Kopfkino, was sich da abspielt."
2695,7,2,1.0,1.0,"Mir ist das etwas unangenehm, ins Arbeitsamt zu gehen.","Mir ist das etwas unangenehm, ins Arbeitsamt zu gehen."
2696,8,1,0.88,0.88,"Auch hier steigst du zuerst ab, verschiebst sie und steigst dann wieder hinauf.","Auch hier steigst du zuerst ab, verschiebst sie und steigst dann wieder hinauf."
2697,7,2,1.0,1.0,"Das sind Formulierungen, die ich in fast jeder Diskussion benutzen kann.","Das sind Formulierungen, die ich in fast jeder Diskussion benutzen kann."
2698,8,4,1.0,1.0,"Er kann höchstens die Polizei rufen, oder dein abschleppen lassen.",Dabei gibt es höchstens 17 bis 23 Grad Celsius.
2699,6,1,1.0,1.0,"Dieser Mikroroboter hier, der wiegt noch nicht mal 1/10 Gramm.","Dieser Mikroroboter hier, der wiegt noch nicht mal 1/10 Gramm."
2700,7,2,0.94,0.94,"Versuch, deine Träume zu verwirklichen, solange du noch jung und frei bist.","Versuch, deine Träume zu verwirklichen, solange du noch jung und frei bist."
2701,7,4,1.0,1.0,"So entbrennt ein Schusswechsel, der beinahe zwei Stunden dauern wird.","Ein beinahe magisches Objekt, das die Menschen in ihren Bann zieht."
2702,4,2,0.88,0.88,Mit dem Ätna hat die Insel den größten und aktivsten der Mittelmeervulkane aufzuweisen.,Mit dem Ätna hat die Insel den größten und aktivsten der Mittelmeervulkane aufzuweisen.
2703,7,2,1.0,1.0,"Viele Grüße Papa Lisa, hat dein Vater diesen Zettel geschrieben?","Viele Grüße Papa Lisa, hat dein Vater diesen Zettel geschrieben?"
2704,7,7,1.0,1.0,"Einer der Gründe, weshalb wir so gut miteinander auskommen.",Du kannst auch in den meisten Texten ohne ihn auskommen.
2705,6,3,0.92,0.92,"Wohnort, Einkommen, Ausbildung oder auch Religion und Weltanschauung.","Für die Entwicklung von Religion, Kunst und Wissenschaft."
2706,7,1,0.92,0.92,Es war einmal ein kleiner Bär namens Bruno.,Es war einmal ein kleiner Bär namens Bruno.
2707,7,3,1.0,1.0,"Ich weiß wirklich nicht, was Sie da veranstalten bei meiner Bank.","Ich weiß wirklich nicht, was Sie da veranstalten bei meiner Bank."
2708,8,5,1.0,1.0,Vielleicht war ich statistisch also einfach an der Reihe?,Aber statistisch steht es um die Chancengleichheit in Deutschland nicht gut.
2709,6,3,1.0,1.0,"Ich glaube, da ist die Definition nur ein bisschen anders.","Ich glaube, da ist die Definition nur ein bisschen anders."
2710,7,3,1.0,1.0,"Vielleicht aber auch fremde Leute, was eine gewisse Unsicherheit mitbringt.","Vielleicht aber auch fremde Leute, was eine gewisse Unsicherheit mitbringt."
2711,7,5,0.94,0.94,"Was diesen Giganten besonders auszeichnet, ist seine Kombination aus Wendigkeit und Stabilität.","Was diesen Giganten besonders auszeichnet, ist seine Kombination aus Wendigkeit und Stabilität."
2712,7,3,1.0,1.0,"In menschliche Form bringen Unter den Lebenden wandeln, das weiß ich.","In menschliche Form bringen Unter den Lebenden wandeln, das weiß ich."
2713,7,4,1.0,1.0,"Wir können Armut beseitigen, vielleicht sogar alle materiellen Bedürfnisse.",In Deutschland ist rund jedes vierte Kind von Armut bedroht.
2714,6,3,1.0,1.0,Willst du mal meine Akte mit den unerledigten Fällen sehen?,"Ich davon aus, dass sie seine Akte gelesen hat."
2715,7,3,1.0,1.0,Und Juden in Deutschland haben primär einen deutschen Pass.,Das Unternehmen ist primär im Bereich der erneuerbaren Energien tätig.
2716,7,2,1.0,1.0,Dein bewusstes Ich kann gut langfristige Pläne schmieden und abstrakt denken.,Dein bewusstes Ich kann gut langfristige Pläne schmieden und abstrakt denken.
2717,7,5,1.0,1.0,Heute lebt er in einer WG mit fünf indischen Mitbewohnern.,Auch deshalb ist die Zahl indischer Studierender in Deutschland stark gestiegen.
2718,7,4,1.0,1.0,Wir würden unsere Operation gern auf dieses Gebiet ausdehnen.,Wir würden unsere Operation gern auf dieses Gebiet ausdehnen.
2719,7,4,1.0,1.0,Und werden Sie weiteren Kürzungen im Kabinett Ihre Ablehnung erteilen?,Und werden Sie weiteren Kürzungen im Kabinett Ihre Ablehnung erteilen?
2720,4,4,1.0,1.0,"Mein Trainer hat gesagt, dass ich wirklich großes Talent habe.","Mein Trainer hat gesagt, dass ich wirklich großes Talent habe."
2721,7,5,1.0,1.0,"Es ist denkbar, an diesem Grab zum Beispiel einen Staatsakt durchzuführen.","Es ist denkbar, an diesem Grab zum Beispiel einen Staatsakt durchzuführen."
2722,6,2,1.0,1.0,"Eine erste Etappe streift Ferdinandshof, Neubrandenburg und Waren an der Müritz.",Und streift eine außergewöhnliche Herberge für Rad und Radler.
2723,5,5,1.0,1.0,Für die Produktion sind Unternehmen auf schnelle Genehmigung ihrer Anlagen angewiesen.,Für die Produktion sind Unternehmen auf schnelle Genehmigung ihrer Anlagen angewiesen.
2724,7,1,0.84,0.84,Er bat sie es für mich aufzubewahren.,Er bat sie es für mich aufzubewahren.
2725,5,3,1.0,1.0,Bei Verwendung des selbstschneidenden Rigipsdübels fällt das Vorbohren weg.,Bei Verwendung des selbstschneidenden Rigipsdübels fällt das Vorbohren weg.
2726,7,3,1.0,1.0,"Ich experimentiere und schaffe es schließlich, Käse und Butter herzustellen.","Also, keine Butter, kein Käse und kein Joghurt, richtig?"
2727,8,4,1.0,1.0,"Sayen keine Sorge, meinetwegen Gräfin, ich bin in Ordnung.","Sayen keine Sorge, meinetwegen Gräfin, ich bin in Ordnung."
2728,7,4,1.0,1.0,Und heute scheine ich offenbar einen Rückfall zu erleiden.,Die Kanadier sind weit unterlegen und erleiden große Verluste.
2729,7,2,1.0,1.0,"Es wird unmöglich sein, ein Ersatz für heute Abend zu finden.","Es wird unmöglich sein, ein Ersatz für heute Abend zu finden."
2730,6,3,1.0,1.0,Sie rücken weiter vor bis zum Yangzeinzhauptstadt Nang King.,Die Wände der Klamm scheinen immer näher zu rücken.
2731,7,3,1.0,1.0,"Manchmal, aber ein ballistisches Trauma kann auch Fieber verursachen.","Manchmal, aber ein ballistisches Trauma kann auch Fieber verursachen."
2732,6,4,1.0,1.0,Ich werde auch auf Konzerte gehen und viele neue Leute kennenlernen.,Ich werde auch auf Konzerte gehen und viele neue Leute kennenlernen.
2733,7,5,1.0,1.0,Wir werden Ihnen ein für alle Mal das Handwerk legen.,Das Handwerk soll gestärkt werden durch Subventionen und ein freiwilliges Praktikum.
2734,4,2,1.0,1.0,"Was ist, wenn die Person diese Formel gefunden hat?","Was ist, wenn die Person diese Formel gefunden hat?"
2735,7,3,1.0,1.0,"Aber für dich, Ich werde auf die Gebühr verzichten.","Aber für dich, Ich werde auf die Gebühr verzichten."
2736,6,0,0.76,0.76,Futuristische Konstruktionen mit bahnbrechenden technischen Eigenschaften.,Futuristische Konstruktionen mit bahnbrechenden technischen Eigenschaften.
2737,8,2,0.88,0.88,"Schnell wird klar, dass diese Treibstoffform eine höhere Energieverwertung ermöglicht als herkömmliches Kerosin.","Schnell wird klar, dass diese Treibstoffform eine höhere Energieverwertung ermöglicht als herkömmliches Kerosin."
2738,8,5,1.0,1.0,Wen sehen wir in der Schöpfung über dem Wasser schweben?,Wen sehen wir in der Schöpfung über dem Wasser schweben?
2739,5,0,0.76,0.76,Warn ist in mancherlei Hinsicht zurückgeblieben.,Warn ist in mancherlei Hinsicht zurückgeblieben.
2740,6,1,0.92,0.92,"Ich dachte, das unterstreicht den frischen neuen Look.","Ich dachte, das unterstreicht den frischen neuen Look."
2741,7,2,0.88,0.88,"Und dann ist es ja vielleicht auch egal, ob unsere Körper verfallen oder.","Und dann ist es ja vielleicht auch egal, ob unsere Körper verfallen oder."
2742,6,4,1.0,1.0,Das will mir die Archäologin Carlotta Caruso an einem Beispiel erläutern.,Das will mir die Archäologin Carlotta Caruso an einem Beispiel erläutern.
2743,6,4,1.0,1.0,Als Erstes bleibe ich noch einen Moment liegen und strecke mich.,"Es wurde Sägemehl in das Getreide gemischt, um es zu strecken."
2744,6,1,0.84,0.84,"Spalte 2, Korrektur plus eine kurze Erklärung.","Spalte 2, Korrektur plus eine kurze Erklärung."
2745,7,7,1.0,1.0,Überall sind die Zeichen totaler Zerstörung polnischer Militäreinrichtungen zu sehen.,Sie haben damit nur die Zerstörung unserer Glaubwürdigkeit erreicht.
2746,5,3,1.0,1.0,Auf Millimeter oder ein Zentimeter kommt man da nicht hin.,Auf Millimeter oder ein Zentimeter kommt man da nicht hin.
2747,7,3,1.0,1.0,"Kann man sagen, dass dieser Ausschluss seine philosophische Entwicklung beeinflusst hat?",Aber das ist nicht einfach nur ein philosophisches Rätsel.
2748,7,2,1.0,1.0,Dazu gehörten auch 16 seltsame Bronzekugeln mit vertikalen Achsen.,Dazu gehörten auch 16 seltsame Bronzekugeln mit vertikalen Achsen.
2749,6,2,1.0,1.0,Abschließend ist die Punktionsnadel in einem dafür vorgesehenen Abwurf zu entsorgen.,Abschließend ist die Punktionsnadel in einem dafür vorgesehenen Abwurf zu entsorgen.
2750,8,5,1.0,1.0,"Wird ein Elektron zerstört, erhält auch eins weniger den Stern aufrecht.",So halten sie den Druck gegen das kubanische Regime aufrecht.
2751,7,4,0.92,0.92,Man habe deswegen sogar ein neues Gesetz erlassen.,Man habe deswegen sogar ein neues Gesetz erlassen.
2752,6,2,0.94,0.94,"Wenn ich kein Rattengift auslege, fressen diese Viecher uns einfach alles weg.","Wenn ich kein Rattengift auslege, fressen diese Viecher uns einfach alles weg."
2753,6,2,1.0,1.0,"Es gibt nichts, was nicht mit einer Tabelle gelöst werden kann.","Es gibt nichts, was nicht mit einer Tabelle gelöst werden kann."
2754,6,2,1.0,1.0,"Sie sprechen Portugiesisch, Spanisch und Französisch, aber ich verstehe Sie nicht.","Sie sprechen Portugiesisch, Spanisch und Französisch, aber ich verstehe Sie nicht."
2755,7,2,0.92,0.92,Das Nomen zu “eintreten” ist hier “der Eintritt”.,Das Nomen zu “eintreten” ist hier “der Eintritt”.
2756,7,4,1.0,1.0,"Mein Gott, wir das schon furcht dort kann ja keiner lesen.","Mein Gott, wir das schon furcht dort kann ja keiner lesen."
2757,6,3,1.0,1.0,"Und die Person antwortet: Nein, (das) Anfassen ist leider nicht gestattet.","Und die Person antwortet: Nein, (das) Anfassen ist leider nicht gestattet."
2758,5,2,1.0,1.0,"Und wenn ich etwas herausnehme, streiche ich es durch.","Und wenn ich etwas herausnehme, streiche ich es durch."
2759,8,3,1.0,1.0,Auch findet man Bildungen wie „zehnzigfältig“ anstelle von „hundertfältig“.,Auch findet man Bildungen wie „zehnzigfältig“ anstelle von „hundertfältig“.
2760,7,3,1.0,1.0,"Zweige, Baumrinde, Hunde, Katzen, sogar Ratten und Mäuse wurden verziert.","Das hat uns doch umgebracht, nicht die Sendung mit der Maus."
2761,5,3,1.0,1.0,War die Auswahl des Lichtes doch nicht so gut?,War die Auswahl des Lichtes doch nicht so gut?
2762,7,2,1.0,1.0,Bei ihrer Untersuchung stoßen die amerikanischen Spezialisten auf eine weitere Sensation.,Bei ihrer Untersuchung stoßen die amerikanischen Spezialisten auf eine weitere Sensation.
2763,7,3,1.0,1.0,"Das zeichnet schon ein Bild von Kommunikation, die sehr strukturiert ist.","Das zeichnet schon ein Bild von Kommunikation, die sehr strukturiert ist."
2764,8,4,1.0,1.0,Ein Computer und eine zuverlässige Internetverbindung sind entscheidend für den Onlinekurs.,Ein Computer und eine zuverlässige Internetverbindung sind entscheidend für den Onlinekurs.
2765,6,3,1.0,1.0,Zum Hören schnappt ihr Podcasts oder hör deutsches Radio.,Zum Hören schnappt ihr Podcasts oder hör deutsches Radio.
2766,8,2,1.0,1.0,Der Charakter dieser Proklamationen reicht von bedeutungsvoll bis total absurd.,"Das klingt absurd, aber die Mathematik dahinter ist tatsächliche ziemlich solide."
2767,5,2,1.0,1.0,"Ab dem Frühjahr 1943 versuchen also die Widerständler, Hitler umzubringen.","Ab dem Frühjahr 1943 versuchen also die Widerständler, Hitler umzubringen."
2768,6,2,1.0,1.0,"Ich verstehe immer noch nicht, warum du diesen Ort abreißen willst.","Ich verstehe immer noch nicht, warum du diesen Ort abreißen willst."
2769,6,0,0.84,0.84,"Eines der größten Probleme ist, die Arbeitslosigkeit.","Eines der größten Probleme ist, die Arbeitslosigkeit."
2770,5,0,0.76,0.76,Was muss ihn ein Vermögen kosten?,Was muss ihn ein Vermögen kosten?
2771,6,4,1.0,1.0,Und auch die Einzelkosten werden in diesem Step zugeordnet.,Und auch die Einzelkosten werden in diesem Step zugeordnet.
2772,7,1,0.94,0.94,"Ich muss noch ein paar Kilometer geradeaus, um den Gipfel zu erreichen.","Ich muss noch ein paar Kilometer geradeaus, um den Gipfel zu erreichen."
2773,6,3,1.0,1.0,Ich habe mich schnell dafür entschlossen und jetzt bin ich Soldat.,Ich habe mich schnell dafür entschlossen und jetzt bin ich Soldat.
2774,6,4,1.0,1.0,Ich installiere ein Backup System für den Computer mit dem Bohrer.,Eine AfD-Landesregierung will an jeder Schule einen Wachschutz installieren.
2775,6,4,1.0,1.0,Verbraucher können sich im Internet selbst ein Bild machen.,"Diese Kosten werden dann an uns Verbraucher, durch Preissteigerungen weitergereicht."
2776,5,4,1.0,1.0,Vielen Dank für die Einblicke in ihr Leben im Moment.,Vielen Dank für die Einblicke in ihr Leben im Moment.
2777,6,3,1.0,1.0,"Klar ist, dass keine Fahne über der Schwarz-rot-goldenen steht.” Flagge hissen?","Klar ist, dass keine Fahne über der Schwarz-rot-goldenen steht.” Flagge hissen?"
2778,5,1,1.0,1.0,Was habe ich bei der Erziehung nur falsch gemacht?,Was habe ich bei der Erziehung nur falsch gemacht?
2779,6,4,1.0,1.0,"Vielleicht eine Zigarette geraucht, ein Trink genommen oder so etwas.","Angeb ist meine Zigarette drin darfst du wohl nicht mehr, oder?"
2780,6,2,1.0,1.0,In der computergesteuerten Halle wird nichts dem Zufall überlassen.,In der computergesteuerten Halle wird nichts dem Zufall überlassen.
2781,6,2,1.0,1.0,Es wurden viele Tränen geweint um Truus und Freddie Oversteegen.,Gott hat sie gesehen und er hat Tränen gelacht.
2782,5,2,1.0,1.0,"Warum verteidigst du ihn, ohne einen Moment zu zögern?","Warum verteidigst du ihn, ohne einen Moment zu zögern?"
2783,6,2,0.84,0.84,Für die Bundeswehr endet der Afghanistan-Einsatz 2021.,Für die Bundeswehr endet der Afghanistan-Einsatz 2021.
